"id","title","description","link","image_link","additional_image_link","availability","condition","price","sale_price","brand","gtin","identifier_exists","mpn","google_product_category","product_type","shipping","item_group_id","product_highlights","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","color","material","size","age_group","gender"
"7905835155639","Domino vozić","DOMINO VOZIĆ IGRAČKA ZA DECU Oduševite svoje mališane magijom ! ✓ Kreativnost i zabava u pokretu. ✓ Igračka koja razvija maštu! ✓ MAGIČNI VOZIĆ KOJI PRAVI DOMINO NIZOVE -Vozić koji ostavlja šarene domine - -Razvija logičko razmišljanje - -Uči decu boje i prostorno razmišljanje - -Zabava koja nikada ne prestaje !- ŠTA SVE DOBIJATE: 1x Vozić sa svetlosnim efektima i zvukom ✓ 60x šarenih domina ✓ 1x rezervoar za domine ✓ 1x kaktus ✓ KREATIVNOST I UČENJE U JEDNOM! ZAŠTO ĆE VAŠE DETE OBOŽAVATI OVAJ VOZIĆ? ✔ Zabavna i interaktivna igračka koja drži pažnju satima ✔ Razvija veštine planiranja i koordinaciju ✔ Siguran i izdržljiv materijal, napravljen da traje! KUPOVINA BEZ RIZIKA – PLAĆANJE POUZEĆEM 30 dana garancije - brz povraćaj novca! Brza dostava na vašu adresu (1-2 dana). Dostava samo 390 dinara! Obradujte svoje dete ovom fenomenalnom igračkom već danas! Naručite odmah i donesite osmeh u dečiji svet! (Ne čekajte, zalihe su ograničene) Kliknite na PORUČIVANJE da naručite odmah!","https://www.poklonizadecu.com/products/domino-vozic-razvija-motoricke-i-drzi-paznju-detetu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/4_93ac7140-9466-4906-aa24-e5e28bf1a012.png?v=1743685194","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/3_e240bb2c-c333-49fa-a841-82bf367ca287.png?v=1743685194,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/2_c55b9a2a-c121-4162-b5f0-9b6092a3cd5a.png?v=1743685194,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/6_1069aa5e-91bb-4171-b25e-bddc9c35cd18.png?v=1743684578","in stock","new","3990.00 RSD","1599.00 RSD","Pokloni za decu","","no","DOM-32","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7892583743671","Dron Silver EaglePro","Napravite jedistvene i unikatne snimke iz ptičije perspektive. Dron Silver Eagle PRO sa WiFi HD kamerom dolazi u fabričkom pakovanju idealan za poklon i rekreaciju. Lako je sklopiv, tako da ga možete poneti bilo gdje, na putovanja, na odmor ili na izlete i tako ovekovečite svoje avanture vrhunskim HD snimkama. Dron quadcopter je dron novije generacije sa poboljšanim upravljačkim mogućnostima tj. user friendly. Omogućeno je lakše upravljanje, idealno za početnike. Uredjaj sa HD kamerom i WiFi opcijom direktnog gledanja na vasem telefonu ili tabletu. Odlicnog kvaliteta izrade. Za upravljanje dronom se koristi daljinski upravljač ili aplikacija na telefonu.","https://www.poklonizadecu.com/products/dron-silver-eaglepro","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/s-l640_8198f63e-1be0-4ef5-9ecf-9124cee353c9.webp?v=1731281196","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/2b1f19d4-edc9-4cee-aaa8-b733a9a09d55.jpg?v=1731281196,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/IMG-3d7574b44970f8ea80a667bf5e9d47c8-V_a5e1eb74-8da6-42d1-b628-74a4371f4e28.webp?v=1731281196","in stock","new","5000.00 RSD","3490.00 RSD","Kupilica","","no","0042","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"8291217801399","Dvorac sa Zekama za Devojčice","🏰🐰 Veliki Set Kućica sa Zečićima i Dodacima | Dvorac za Igru za Devojčice Uđite u čarobni svet mašte uz predivni Bunny Dream Castle , veliki set za igru koji sadrži preslatku kućicu–dvorac, više figurica zečića i mnoštvo dodataka! Ovaj raskošni dvorac sa zečićima idealna je igračka za sve devojčice koje vole lutkice, životinjice, kućice za igru i bajkovite svetove. ⭐ Šta sadrži Bunny Dream Castle set? - veliki ružičasti dvorac / kućica za igru - više figurica zečića u različitoj odeći - balon na vrući vazduh - kolica za bebe - štand sa poslasticama - mini nameštaj i dodaci -prozorčići, vrata, terase i dekoracije Sve je dizajnirano u pastelnim bojama sa mnogo detalja – savršeno za nežnu dečiju maštu. 🐰 Zašto deca obožavaju ovaj set? ✔️ maštovita kućica–dvorac sa puno prostora za igru ✔️ preslatke figurice zečića koje podstiču emocionalnu igru ✔️ mnogo dodataka za beskrajne priče ✔️ razvija kreativnost, maštu i igru uloga ✔️ idealno za zajedničku igru ili samostalnu zabavu ✔️ izdržljiva plastika i kvalitetna izrada ✔️ savršeno za devojčice 3+ godine Ovaj set pruža deci sate i sate zabave — od „porodičnog života“ u dvorcu do piknika, šopinga i avantura u balonu. 🎁 Savršen poklon za devojčice Bunny Dream Castle je idealan poklon za: - rođendane - Novu godinu -praznike - iznenađenja - male ljubitelje životinjica i lutkica Jedna od onih igračaka koje deca čuvaju i koriste godinama. 🛒 Naručite Bunny Dream Castle odmah Dodajte ovu čarobnu kućicu za igru u korpu i obradujte mališanu setom koji kombinuje ljubav prema zečićima, dvorcima i maštovitoj igri!","https://www.poklonizadecu.com/products/dvorac-sa-zekama-za-devojcice","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/ChatGPTImage20._2025.13_44_03.png?v=1763643114","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_83.png?v=1763643114,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_82.png?v=1763643115","in stock","new","4500.00 RSD","2999.00 RSD","Pokloni za decu","","no","DV-02","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"8291257450679","Dvorac za Lutke za Devojčice","🏰🌸 Dvorac za Lutke za Devojčice – Velika Kućica sa Figuricama i Dodacima | Pretend Play Set Uđite u čarobni svet mašte uz predivni Dvorac za Lutke za Devojčice , veliki set za igru koji oduševljava svaku malu princezu! Ova raskošna kućica–dvorac puna je boja, prostorija, spratova i preslatkih figurica, savršena za decu koja vole lutkice, životinjice, kućice za igru i bajkovite avanture. ⭐ Šta sadrži dvorac? ✨ veliki roze dvorac sa više nivoa ✨ sobe, balkoni, terase i ogradice ✨ tobogan i stepenice ✨ mini figurice životinjica ✨ nameštaj, stolovi, krevetići i dodaci ✨ kapija i spoljašnje dekoracije Sve je urađeno u nježnim pastelnim bojama koje pokreću maštu i podstiču kreativnost. 🐰 Zašto deca obožavaju ovaj dvorac? ✔️ ogroman prostor za igru sa više spratova ✔️ preslatke figurice koje donose emociju i priču ✔️ tobogan i kapija za interaktivnu zabavu ✔️ mnogo dodataka za beskrajne kombinacije ✔️ razvija kreativnost, maštu, finu motoriku ✔️ idealno za samostalnu igru i igru u paru ✔️ čvrsta, kvalitetna i bezbedna plastika ✔️ savršeno za devojčice 3+ godine Dvorac pruža satima zabave — od „porodičnih priča“, presvlačenja, kuvanja i uređenja soba, do avantura, piknika i igranja sa životinjicama. 🎁 Savršen poklon za male princeze Ovaj dvorac za lutkice je idealan poklon za: 🎀 rođendan 🎀 Novu godinu 🎀 Božić 🎀 iznenađenje 🎀 male ljubiteljke lutkica i kućica za igru Jedna od onih igračaka koje deca obožavaju i čuvaju godinama. 🛒 Poručite Dvorac za Lutke za Devojčice odmah Obradujte mališanu igračkom koja kombinuje bajku, maštu i interaktivnu igru. Dvorac koji inspiriše kreativnost i donosi osmeh svaki put kada se otvore vrata čarobnog sveta mašte! ✨","https://www.poklonizadecu.com/products/dvorac","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_94.png?v=1763646124","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_93.png?v=1763646124,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_91.png?v=1763646124","in stock","new","12000.00 RSD","5990.00 RSD","Pokloni za decu","","no","DL-01","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7887205531831","Električni pištolj na vodu","Prepustite se letnjim avanturama i osvežite dane na najzabavniji način sa našim Električnim vodenim pištoljem! Začinite letnje igre na otvorenom sa našim električnim vodenim pištoljem! Izrađen od visokokvalitetne plastike, ovaj pištolj predstavlja novu eru vodenih bitaka, pružajući deci nezaboravne trenutke zabave i osveženja. Zahvaljujući brzom motoru i punjivoj bateriji, ovaj pištolj na vodu je spreman za akciju u bilo koje vreme. Jednostavnim pritiskom na okidač, Vaši mali ratnici mogu uživati u vodenim avanturama, bilo da se igraju u bazenu, dvorištu ili na plaži. Sa dva rezervoara za vodu i jednostavnim mehanizmom pucanja, ovaj električni vodeni pištolj nudi dve opcije: brzo raspršivanje vode kratkog dometa ili kontinuirani mlaz vode impresivnog dometa od 8-10 metara. Ne brinite o potrebi za čestim punjenjem - baterija traje duže od sat vremena neprekidne igre, a USB punjač olakšava pripremu za sledeću rundu. ABS materijal i transparentni klip čine igračku sigurnom i dugovečnom. Specifikacije: Materijal: Visokokvalitetni ABS Domet: 8-10 metara Baterija: Punjiva, sa USB punjačem","https://www.poklonizadecu.com/products/elektricni-vodeni-pistolj","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/download_354d74ed-c94e-4202-96f0-840dffa3194b.png?v=1730289920","","in stock","new","3399.00 RSD","2199.00 RSD","Sve za decu","","no","005038","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"8290614870199","Flašica za Ulepšavanje sa Stikerima","🦄✨ Flašica za Vodu sa Stikerima – Unicorn Kreativni Set za Devojčice Ulepšajte svakodnevnu hidrataciju devojčicama uz prelepu Flašicu za vodu sa stikerima , savršenu za sve kreativne devojčice koje vole jednoroge, šarenilo i ukrašavanje! Ovaj kreativni set omogućava detetu da samo dizajnira svoju personalizovanu flašicu , koristeći mnoštvo lepih stikera i dekoracija. Flašica je praktična, izdržljiva i idealna za vrtić, školu, trening, putovanja i igru napolju. Zahvaljujući jednorog motivima i mogućnosti ukrašavanja, postaje omiljeni svakodnevni dodatak koji deca nose svuda sa sobom. ⭐ Zašto je ova flašica za vodu savršena za decu? ✔️ kreativni set flašica + stikeri ✔️ jednorog motivi koje devojčice obožavaju ✔️ podstiče kreativnost i personalizaciju ✔️ izdržljiva i laka za nošenje ✔️ poklopac sa lako otvarajućim mehanizmom ✔️ idealna za vrtić, školu i aktivnosti ✔️ savršena kao poklon za devojčice svih uzrasta Deca sama biraju i lepe stikere, stvarajući jedinstvenu flašicu koja je samo njihova . ✨ Šta sadrži set? - 1 kvalitetna flašica za vodu - više listova stikera - dekorativni kristali i nalepnice - kreativni elementi za personalizaciju Sve što je potrebno da dete stvori sopstveni dizajn! 🎁 Savršen poklon za kreativne devojčice Ovaj set je idealan za: - rođendane - Novu godinu - iznenađenja - poklone za vrtić i školicu - kreativnu igru kod kuće Istovremeno je praktičan i zabavan – spoj funkcionalne flašice i kreativne aktivnosti. 🛒 Naručite Flašicu za Vodu sa Stikerima Dodajte ovaj kreativni unicorn set u korpu i obradujte dete flašicom koja se može ukrasiti i nositi svakog dana!","https://www.poklonizadecu.com/products/flasica-za-ulepsavanje","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_51.png?v=1763497097","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_50.png?v=1763497097,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_49.png?v=1763497097,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_48.png?v=1763497097","in stock","new","1200.00 RSD","999.00 RSD","Pokloni za decu","","no","FU-01","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7734494822583","Fotoaparat za decu sa filterima i selfie kamerom","Ovo je zapravo prava kamera upakovana u ovako zanimljiv dizajn za mališane. Ima dva moda rada. Može da snima i da slika. Ukoliko uključite mode za slikanje, možete dodati i neke efekte na sliku. Ugrađeno je i par igrica. Podržava memorisku karticu do 32 gb. Kad mališanima slikanje dosadi, fotoaparat za decu ima ugrađene igrice u sebi. Jedna od njih je omiljena snake igrica. Fotoaparat snima u rezoluciji 1080p. Veličina ekrana je 2.0 incha Ukoliko slikate, format slike je jpg i veličina slike je 3624 x 2448. Podržava memorisku karticu do 32 gb. Kartica se naknadno kupuje i nije deo paketa. Baterija je punjiva – Jačina je 600 mAh i puni se 2h.","https://www.poklonizadecu.com/products/fotoaparat-za-decu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/foto-aparat-za-decu-2.webp?v=1717319772","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/foto-aparat-za-decu-5.webp?v=1717319772","in stock","new","3500.00 RSD","2500.00 RSD","Kupilica","","no","009","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7436969771191","Galaktički projektor-razvija maštu","Ponesi svemir u dečiju sobu Zamisli kako tvoje dete zaspi gledajući u magično zvezdano nebo . S našom astronaut lampom, to je moguće svaku noć! Stvori čarobnu atmosferu: ✔️ 8 predivnih projekcija galaksija koje će oduševiti svako dete ✔️ 4 nivoa osvetljenja za prilagođavanje svakom raspoloženju ✔️ 2 načina rada : sa zvezdama ili bez, za potpunu relaksaciju Ambijent lampa idealna za svaku važnu situaciju u vašem životu ✔️Razvija maštu : Neka tvoje dete putuje svemirom i otkriva nove galaksije ✔️Opušta i umiruje : Stvara idealnu atmosferu za spavanje i san ✔️Savršen poklon : Obraduj svoje dete za rođendan, Božić ili bilo koju drugu priliku Za promenu atmosfere iz obične u ZABAVNU je potrebna samo mala promena osvetljenja → Za decu i sve koji vole dobru atmosferu ← → Napravljeno od abs pvc-a ← → Dimenzije 22.5x10x12cm ← → Puni se pomoću usb kabla i punjača telefona ← → Dolazi u pakovanju sa daljinskim i usb kablom ← Idealan poklon za praznike ili rođendane Obradujte vaše najmilije KUPOVINA BEZ RIZIKA – PLAĆANJE POUZEĆEM Poručite galaktički projektor već danas! Brza dostava i 30 dana garancije. ✓ 🔥Ograničeno vreme akcije se uskoro završava. Požuri i uštedi 1310 dinara - klikom na dugme PORUČIVANJE!","https://www.poklonizadecu.com/products/galakticka-projektor-lampa-8u1","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/3_c7f1676d-127c-47be-b5a9-78c3d4c12d9b.png?v=1730421682","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/2_937ab12a-1d77-45d1-ab38-49ee11bb62f0.png?v=1730421682,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/5_111e7deb-82fc-43f9-850a-e885e5ddbb2a.png?v=1730421682,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/1_5616449f-18b7-446d-a3e8-3076ec7dea7c.png?v=1730421682","in stock","new","3500.00 RSD","1990.00 RSD","Kupilica","","no","0010","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7864152359095","GLITTER GLAM SET ZA KOSU","POSTANI PRAVA HOLIVUDSKA ZVEZDA SA OVIM SETOM! Hana je sedela pred ogledalom, držeći u rukama novu igračku koja je bila sva svetlucava i u cirkonima. Bio je to Glitter Glam set koji je bio uređaj za ukrašavanje kose i imao 72 raznobojna cirkona, spremnih da je pretvore u pravu glamuroznu zvezdu. Spretno je koristila uređaj, koji je bio napravljen od sigurne ABS plastike i nije sadržao toksične materijale, lako postavljajući cirkone kroz njene kovrdže. Drška uređaja se lako prilagođavala i za veće predmete, omogućavajući Hani da uređuje ne samo kosu već i svoje omiljene dodatke, kao što su torbe, cipele, nokti. Ova igračka nije bila samo alat za lepotu, već je bila kreativni dodatak za svakodnevnu igru, koji je omogućavao Hani da istražuje svoj stil i izrazi svoju jedinstvenost. Sa različitim bojama i dizajnima, svaka kombinacija je bila novi način da iskaže svoju kreativnost. Glitter Glam Set je postao savršen poklon za svaku devojčicu koja voli glitere i cirkone, a i da se sređuje kao prava princeza. Ovaj set je bio prilika da Hana postane neka vrsta umetnice, stvarajući svet pun blistavosti koju je mogla deliti sa svojim drugaricama. Bez sumnje, svaki novi dan sa ovim setom je bio dan da zasija.","https://www.poklonizadecu.com/products/glitter-glam-set-za-kosu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/rig_jpg.jpg?v=1726813244","","in stock","new","2395.00 RSD","1395.00 RSD","Happy Kidz","","no","0011","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7864150917303","HIT ME DUCK - IGRA PRECIZNOSTI","PRIUŠTITE DECI NEZABORAVNU ZABAVU SA INTERAKTIVNOM IGRAČKOM ZA GAĐANJE! Ognjen je odmah počeo da se igra. Postavio je patku na pod, uzeo pištolj sa vazdušnom pompom i napunio ga mekanim lopticama. ""Koliko puta ću pogoditi?"" pitao je, dok je ciljao ka otvorenoj patkinoj glavi. S preciznošću, pritisnuo je okidač i lopta je poletela. Prvi pogodak je izazvao smeh i oduševljenje. Patka je bila veoma pričljiva. Svaki put kada bi osvojio poen, patka bi ispuštala smešne zvukove i simpatične rečenice. LCD ekran na bazi beležio je svaki pogodak, što je Ogiju omogućilo da prati svoj napredak. Igračka je bila izdržljiva i kvalitetno izrađena od plastike, što je roditeljima davalo sigurnost da će trajati dugo. Mekane loptice od pene osiguravale su da nema opasnosti od povrede ili oštećenja nameštaja. KO ĆE SAKUPITI VIŠE BODOVA? Ognjenova sestra Tara pridružila se igri, izazivajući ga na takmičenje. ""Ko će sakupiti više bodova?"" pitala je, uzimajući pištolj i gađajući patku s jednakim entuzijazmom. Roditelji su uživali gledajući decu kako se smeju i igraju zajedno, razvijajući svoje veštine koncentracije i koordinacije. Interaktivna igračka za gađanje postala je omiljena u njihovom domu. Deca su svakodnevno provodila sate u igri, usavršavajući svoje veštine gađanja i takmičeći se ko će postići bolji rezultat. Roditelji su bili zadovoljni što su našli igračku koja je decu držala dalje od ekrana, pružajući im fizičku aktivnost i zabavu. Osim što je pružala sate zabave, igračka je pomagala Ogiju i Tari da razvijaju preciznost, koncentraciju i koordinaciju ruku i očiju. Roditelji su bili srećni što je igračka bila edukativna i korisna za njihov razvoj. Patka je postala nezamenjiv deo njihovih svakodnevnih aktivnosti, a smeh i radost koju je donela u njihov dom bili su neprocenjivi. Porodična zabava nikada nije bila bolja, a i razni događaji poput rođendana, zahvaljujući ovoj neverovatnoj interaktivnoj igrački za gađanje.","https://www.poklonizadecu.com/products/mis-jerry-igra-preciznosti","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/fffddh.jpg?v=1726813206","","in stock","new","4695.00 RSD","2695.00 RSD","Happy Kidz","","no","0012","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"7884430770359","Igračka simulacija vožnje","DEČJA TRKAČKA IGRAČKA SA VOLANOM Odlična elektronska trkačka igračka za malu decu! 👶🏻🚓🤸🏻‍♀🕹 Prednosti korišćenja ovog proizvoda ✅ Razvija motoričke sposobnosti - Ova igračka podstiče razvoj motoričkih veština kod dece. Okretanje točka, pritiskanje dugmadi i upravljanje igračkom pomažu deci da razviju svoje fine motoričke veštine. ✅ Realistična igračka za učenje - Sa zvukovima motora, svetlima i realističnim efektima, ova igračka omogućava deci da se osećaju kao pravi vozači. Pomaže im da bolje razumeju osnove vožnje i saobraćaja kroz igru. ✅ Beskrajna zabava - Deca će uživati u satima zabave vozeći ovu igračku. To je odličan način da provedete dosadne trenutke kod kuće ili na putovanju. ✅ Bezbedna igračka za decu - Ova igračka je dizajnirana imajući na umu bezbednost dece. Bez oštrih ivica ili malih delova koji bi mogli biti opasni, roditelji mogu biti sigurni da je njihovo dete u bezbednom okruženju tokom igre. SAVRŠENA IGRAČKA ZA SVAKO DETE Naša dečija trkačka igračka na volanu je savršena igračka koja dodaje uzbuđenje i avanturu svakoj dečijoj igri. Ova igračka je specijalno dizajnirana da pruži deci realistično iskustvo vožnje dok razvijaju njihove motoričke veštine i kreativnost. ZABAVNI EFEKTI Ova zabavna igračka ima mnogo funkcija koje će se dopasti vašoj deci. Uključuje realistične zvuke motora, svetla i efekte koji će ih odvesti u svet vožnje. Sa integrisanim dugmadima za start, stop i brzinu, deca će se osećati kao pravi vozači automobila. EDUKATIVNA IGRAČKA Pored toga, ova igračka je interaktivna i edukativna. Vaša deca će razviti svoje fine motoričke sposobnosti dok okreću točak, pritiskaju dugmad i rukuju igračkom. Ova aktivnost pomaže u razvoju koordinacije ruku i očiju, koja je ključna za njihov razvoj. Tehničke karakteristike: Materijal: ABS plastika Veličina: oko 43 k 22 cm Primenljiva starost: preko 3 godine Napajanje: 3 AA baterije (nisu uključene), može raditi i sa usb kablom direktno na mrežu.","https://www.poklonizadecu.com/products/igracka-simulacija-voznje","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/A4800x800.png?v=1729630683","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/A5800x800.png?v=1729630683,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/A3_800x800_6db32b93-c1c9-499a-9d45-8f3d1abb7bce.png?v=1729630683,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/A2_800x800_f414b38f-cb46-41b7-ad1a-f0810f297ab2.png?v=1729630683","in stock","new","5250.00 RSD","3990.00 RSD","Sve za decu","","no","00491","1253","","RS::Standard:450 RSD","","","","","","","","","","","",""
"8306030280887","Interaktivna novogodišnja jelka – peva, svetli i pleše","🎁 Magija praznika na dohvat ruke ✨ Klasične dekoracije lepo izgledaju, ali ne stvaraju dovoljno živu i toplu atmosferu. Deca se njima brzo zasite, a odrasli žele nešto što pravi pravu prazničnu magiju u prostoru. 🌟 Jelka koja peva, svetli,ponavlja i pleše – praznična čarolija u jednoj igrački! Ova interaktivna jelka pokreće muziku, svetla i ples jednim pritiskom. Unosi radost u dom, privlači pažnju dece i oduševljava svakog gosta koji je vidi. ✔️ Ključne prednosti ✔️ Ugrađene melodije – Svira 8 najpoznatijih prazničnih pesama poput Jingle Bells i Let It Snow. ✔️ Svetlosni LED efekti – Stvaraju topao, dinamičan praznični sjaj. ✔️ Animirano kretanje – Jelka se pomera uz ritam muzike i donosi zabavu. ✔️ Plišani dizajn – Mekana, bezbedna i prijatna za decu svih uzrasta. ✔️ Jednostavno pokretanje – Aktivira se pritiskom na stopalo, bez komplikacija. ✔️ Prenosiva i praktična – Radi na 3×AA baterije pa se može postaviti bilo gde. ✔️ Univerzalna dekoracija – Savršena za dom, kancelariju, proslave i poklone. 📦 Paket sadrži Interaktivnu novogodišnju plišanu jelku Ugrađen muzički i LED modul Dugme za uključivanje/isključivanje Uputstvo za upotrebu (baterije nisu uključene) 💖 Zašto je savršen izbor? Ova jelka nije samo ukras – ona stvara atmosferu. Deca je obožavaju, odrasli se oduševljavaju njenim efektima, a svaki prostor postaje topliji, veseliji i pun prazničnog duha. Idealna je kao poklon koji donosi osmeh čim se uključi. 🛡️ Kupovina bez rizika ✔️ Plaćanje pouzećem ✔️ Provereni kvalitet proizvoda ✔️ Brza dostava širom Srbije 🚚 🎄 Poručite odmah za samo 1.990 RSD! 🔥 Popust od 50% važi do isteka zaliha. Ne čekajte — unesite prazničnu magiju u svoj dom danas! 👉 Klikni na poručivanje i obezbedi svoju interaktivnu jelku na vreme! 🎁✨","https://www.poklonizadecu.com/products/interaktivna-novogodisnja-jelka-peva-svetli-i-plese","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Poklonnovogodisnjajelkaibozicnajelkakojapevasvetliisvirazimskepesme-NAJBOLJIPOKLONZANOVUGODINU_1.jpg?v=1765094362","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Novogodisnjajelka.webp?v=1765094385,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/jelka-1.png?v=1765094718,https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Bozicnajelka-igrackakojasvirapevaiplese.webp?v=1765094718","out of stock","new","4000.00 RSD","1990.00 RSD","Pokloni za decu","","no","INT-25","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
"8290558902455","Jednorog Koferče sa Šminkom za Devojčice","💖🦄 Veliki Kozmetički Kofer sa Šminkom za Decu Predstavljamo vam predivni Make Up Set za devojčice , magični kozmetički kofer u jednorog dizajnu koji sadrži sve što je potrebno za kreativnu i bezbednu igru ulepšavanja! Ovaj komplet šminke za decu idealan je za sve male princeze koje obožavaju jednoroge, boje, šljokice i maštovitu igru. Set dolazi u čvrstom metalnom koferu , savršenom za čuvanje šminke i nošenje svuda. Unutra se nalazi bogat izbor dečije šminke – senke, sjajevi, četkice, dodatci, ogledalo i još mnogo toga, sve prilagođeno devojčicama i bezbednoj igri. ⭐ Šta sadrži Unicorn Make Up Set? Set uključuje: - više nijansi senki za oči za decu - sjajeve za usne i mini ruževe - četkice za šminku različitih veličina - šljokice i dekorativne boje - aplikatore - ukrase i dodatke za ulepšavanje - veliko ugrađeno ogledalo Sve je dizajnirano u pastelnim unicorn bojama, sa šljokicama i prelepim ilustracijama jednoroga. 🦄 Zašto deca obožavaju ovaj jednorog make up set? ✔️ atraktivan unicorn dizajn ✔️ veliki i bogato opremljeni make-up kofer za decu ✔️ bezbedna, nežna i laka za uklanjanje dečija šminka ✔️ razvija kreativnost, maštu i igru uloga ✔️ idealan za rođendane, žurke i tematske igre ✔️ savršen poklon za sve devojčice koje vole šminku i jednoroge Uz ovaj set, devojčice mogu glumiti šminkerke, princeze, modele ili se jednostavno igrati maštovite uloge. 🎁 Idealan poklon za devojčice Ovaj jednorog make up set savršen je za: - rođendane - Novu godinu - poklone za iznenađenje - kreativnu igru kod kuće - devojčice koje vole boje, šminku i unicorn motive Kofer je izuzetno praktičan, lako se zatvara i može se nositi svuda. 🛒 Naručite Unicorn Make Up Set za Devojčice Dodajte ovaj prelep kozmetički kofer za decu u korpu i obradujte malu princezu najčarobnijim setom šminke! Uz ovaj unicorn make up set – mašta nema granice! ✨🦄","https://www.poklonizadecu.com/products/make-up","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljeni_dizajn_32.png?v=1763486790","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_30.png?v=1763486790","in stock","new","2999.00 RSD","","Pokloni za decu","","no","KS-02","632","","RS::Standard:450 RSD","","","","","","","","","","","",""
