"ID","Item title","Final URL","Image URL","Item description","Price"
"7884421595319","Auto na daljinsko upravljanje koji se transformiše","https://www.poklonizadecu.com/products/auto-na-daljinsko-upravljanje-koji-se-transformise","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/s1_a59c23dd-63db-460f-a84f-1dbfd2cdeb13.png?v=1729629935","Otkrijte uzbudljiv svet transformacija i avanture – upoznajte naš auto koji odgovara na svaki Vaš pokret! Pružite Vašem detetu sate zabave i izazova sa ovim autom, majstorom off-road terena i transformacijom koja pleni pažnju. Sa inovativnim senzorom pokreta, ovaj automobil se pokreće uz Vaše gestov","4499.00 RSD"
"8292063772855","Auto Robot Transformers Racer","https://www.poklonizadecu.com/products/auto-robot-transformers-racer","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/4_d20177ad-4836-42f4-aa78-60a2cbe9a8be.webp?v=1763809861","Cars Auto Robot Transformers – Auto koji se pretvara u robota za sekundu! 🚗🤖 Klasične igračke brzo dosade, posebno malim ljubiteljima akcije i trka. Deci treba nešto što kombinuje brzinu, transformaciju i efekat iznenađenja – nešto što pokreće maštu i donosi sate uzbudljive igre. Cars Auto Robot Tra","2499.00 RSD"
"7887205793975","Bager sa džojstikom","https://www.poklonizadecu.com/products/bager-sa-dzojstikom","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/s2_f08d270c-22ce-40ab-af67-d3cf2b4b2515.png?v=1730289966","Upoznajte naš zadivljujući bager - savršen za male graditelje i one koji su mladi u srcu! Ovaj robustan bager je dizajniran da ispuni maštu i oživi svet gradnje, pružajući sate zabave i kreativne igre. Ne propustite priliku da donesete radost i razvoj kreativnosti i motoričkih veština kod vaših mali","5999.00 RSD"
"8298277863607","Bebi jastuk za zaštitu od padova","https://www.poklonizadecu.com/products/bebi-jastuk-za-zastitu-od-padova","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/ChatGPTImageAug28_2025_03_49_23AM.webp?v=1764448635","Bebi jastuk za zaštitu od padova – Pčelica Prvi koraci vaše bebe su najslađi trenutci – ali i najopasniji. Padovi unazad su česti i mogu da povrede glavu ili kičmu. Bebi jastuk u obliku pčelice pruža sigurnost, udobnost i mir roditeljima – jer ublažava svaki pad i štiti bebu dok istražuje svet. Sigu","2490.00 RSD"
"8602851049655","Braon dečiji fotoaparat sa mini stativom – jednostavan, izdržljiv i zabavan","https://www.poklonizadecu.com/products/braon-deciji-fotoaparat-sa-mini-stativom-jednostavan-izdrzljiv-i-zabavan","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/braon-deciji-fotoaparat-sa-mini-stativom-jednostavan-izdrzlj-1.png?v=1781084357","Dečji fotoaparat sa mini stativom — braon boja za stabilne snimke ✅ Uzrast 4–10 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu preb","5090.00 RSD"
"8298278453431","Bubamara 3u1 – Višenamenska igračka za sate zabave!","https://www.poklonizadecu.com/products/bubamara-3u1-visenamenska-igracka-za-sate-zabave","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/IMG-33b5c1ad7a884c911d4031e6d078abcf-V-150x146.jpg?v=1764448965","Sportska igračka – Multifunkcionalna Bubamara! Ova jedinstvena igračka kombinuje zabavu i fizičku aktivnost, podstičući decu da se igraju na otvorenom i razvijaju motoričke veštine na kreativan način. Tri načina zabave Multifunkcionalna Bubamara nudi tri uzbudljiva načina igre koji donose sate beskr","3990.00 RSD"
"7884429918391","Čarobni plišani medvedić sa projektorom za zvezdano nebo","https://www.poklonizadecu.com/products/carobni-plisani-medvedic-sa-projektorom-za-zvezdano-nebo","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/s1_2ba2b708-a265-4547-b9d4-f8a6e858ec0a.png?v=1729630589","Savršen je poklon koji će doneti osmeh Vašem mališanu! Uz ovu jedinstvenu igračku, Vaše dete će biti obasjano bajkovitim svetlom zvezda svake noći, pružajući mu umirujuću atmosferu za miran san. Otkrijte sve prednosti koje naš medved donosi i dajte vašem detetu nezaboravne trenutke radosti Ovaj pose","1999.00 RSD"
"8292063084727","CrocoShot – Dečija pikado avantura za velike veštine","https://www.poklonizadecu.com/products/stickycro-decija-pikado-igra-koja-razvija-vestine-i-donosi-beskrajnu-zabavu-🎯","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/IMG-a37789eaeac425156da50dba9b074f2c-V_9deb310b-f749-4443-8401-c82802d64949.jpg?v=1763809387","StickyCro – dečija pikado igra koja razvija veštine i donosi beskrajnu zabavu 🎯 Deca se lako dosađuju, teško pronalaze igre koje su istovremeno zabavne i korisne, a roditelji žele aktivnost koja podstiče razvoj i drži pažnju duže od par minuta. U kući, napolju, na proslavama – uvijek je izazov prona","1499.00 RSD"
"8296170520759","Dečija vodena podloga za igranje","https://www.poklonizadecu.com/products/decija-vodena-podloga-za-igranje","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/6_53b8ebec-8bc4-46c4-9af9-00a3d965f772.png?v=1764152336","VODENA EDUKATIVNA PODLOGA – MORSKA AVANTURA ZA NAJMLAĐE! 🌊🐠 Uvedite svoje dete u čarobni svet mora i morskih životinja uz ovu vodenu podlogu za igru , koja spaja zabavu i učenje! 🌟 Napravljena da stimuliše razvoj motorike, radoznalosti i mašte , ova podloga pruža jedinstveno interaktivno iskustvo ko","1460.00 RSD"
"8291209478327","Dečiji Aparat za Kafu","https://www.poklonizadecu.com/products/deciji-aparat-za-kafu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/ChatGPTImage20._2025.13_11_54.png?v=1763640784","☕💗 Coffee Machine Igračka za Decu 3+ | Simulacija Pravog Aparata Pustite mašti na volju uz naš predivni Dečiji Aparat za Kafu – Coffee Machine Igračku , savršenu za sve mališane koji obožavaju igru uloga i žele da imaju svoj „mali kućni aparat“ baš kao mama i tata! Ovaj realistični aparat za kafu za","1550.00 RSD"
"8291208233143","Dečiji Blender Sokovnik","https://www.poklonizadecu.com/products/deciji-blender-sokovnik","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/ChatGPT_Image_20._2025._12_49_31.png?v=1763639442","🧁🔴 Igračka za Decu 3+ | Simulacija Kućnih Aparata Uvedite malo čarolije u igru kuvanja uz naš prelepi Dečiji Blender – Sokovnik Igračka , savršenu igračku za sve mališane koji vole da imitiraju mamu i tatu u kuhinji! Ovaj preslatki mini blender za decu izgleda kao pravi kućni aparat, a zahvaljujući ","1600.00 RSD"
"8602848133303","Dečiji digitalni fotoaparat Kuromi – ljubičasta kamera za male kreativce","https://www.poklonizadecu.com/products/deciji-digitalni-fotoaparat-kuromi-ljubicasta-kamera-za-male-kreativce","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/deciji-digitalni-fotoaparat-kuromi-ljubicasta-kamera-za-male-1.jpg?v=1781084243","Dečja digitalna kamera u ljubičasta boji — temat Sanrio likova ✅ Uzrast 4–9 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu prebacit","4390.00 RSD"
"8602847772855","Dečiji digitalni fotoaparat Melody – roze kamera puna čarolije","https://www.poklonizadecu.com/products/deciji-digitalni-fotoaparat-melody-roze-kamera-puna-carolije","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/deciji-digitalni-fotoaparat-melody-roze-kamera-puna-carolije-1.jpg?v=1781084218","Dečja digitalna kamera u roze boji — temat Sanrio likova ✅ Uzrast 4–9 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu prebaciti na l","4390.00 RSD"
"8602847379639","Dečiji digitalni fotoaparat Pochacco – plava kamera za male istraživače","https://www.poklonizadecu.com/products/deciji-digitalni-fotoaparat-pochacco-plava-kamera-za-male-istrazivace","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/deciji-digitalni-fotoaparat-pochacco-plava-kamera-za-male-is-1.webp?v=1781084192","Dečja digitalna kamera u plava boji — temat Sanrio likova ✅ Uzrast 4–9 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu prebaciti na ","4390.00 RSD"
"8602845446327","Dečiji fotoaparat sa štampačem Zeka – ljubičasta boja","https://www.poklonizadecu.com/products/deciji-fotoaparat-sa-stampacem-zeka-ljubicasta-boja","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/deciji-fotoaparat-sa-stampacem-zeka-ljubicasta-boja-1.jpg?v=1781084084","Dečji fotoaparat koji odmah štampa sliku — Zeka tema za male fotografe ✅ Uzrast 3–8 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu ","4390.00 RSD"
"8602846527671","Dečiji fotoaparat sa štampačem Zeka – plava boja","https://www.poklonizadecu.com/products/deciji-fotoaparat-sa-stampacem-zeka-plava-boja","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/deciji-fotoaparat-sa-stampacem-zeka-plava-boja-1.jpg?v=1781084139","Dečji fotoaparat koji odmah štampa sliku — Zeka tema za male fotografe ✅ Uzrast 3–8 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu ","4390.00 RSD"
"8602846036151","Dečiji fotoaparat sa štampačem Zeka – roze boja","https://www.poklonizadecu.com/products/deciji-fotoaparat-sa-stampacem-zeka-roze-boja","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/deciji-fotoaparat-sa-stampacem-zeka-roze-boja-1.jpg?v=1781084112","Dečji fotoaparat koji odmah štampa sliku — Zeka tema za male fotografe ✅ Uzrast 3–8 godina — proizvod prilagođen ovoj dobi ✅ Jedno dugme za snimanje — dete shvati za 30 sekundi, bez tvog objašnjavanja ✅ Snima sliku i video — kratki klipovi za društvene priče ✅ SD kartica za memoriju — slike se mogu ","4390.00 RSD"
"8298277535927","Dečiji Kuhinjski Set 36 Delova – Realistični Mini Kuvarski Set za Igru i Učenje","https://www.poklonizadecu.com/products/deciji-kuhinjski-set-36-delova-realisticni-mini-kuvarski-set-za-igru-i-ucenje","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Deciji-kuhinjski-set-od-36-delova-igrackezakuvare-tehnolidershop.avif?v=1764448493","Dečiji kuhinjski set od 36 delova – mala kuhinja, velika zabava! 🍳👧👦 Ovaj kompletni kuhinjski set pruža deci neverovatno realistično iskustvo kuvanja. Uz indukcionu ploču, posuđe, sastojke i sve potrebne dodatke, mališani se osećaju kao pravi kuvari dok pripremaju svoje „specijalitete“. Kroz zabavnu","1990.00 RSD"
"8290507554999","Dečiji Polaroid Fotoaparat DINOSAURUS","https://www.poklonizadecu.com/products/deciji-polaroid-fotoaparat-dinosaurus","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljeni_dizajn_22.png?v=1763480637","🦖 Dečiji Polaroid Aparat Dinosaurus – Instant Fotoaparat za Dečake i Devojčice Upoznajte neverovatni dečiji polaroid aparat u obliku dinosaurusa , savršen poklon za mališane koji vole avanturu, fotografiju i dinosauruse! Ovaj instant fotoaparat za decu omogućava trenutno štampanje fotografija, ideal","3999.00 RSD"
"8290482454711","Dečiji Polaroid Fotoaparat JEDNOROG","https://www.poklonizadecu.com/products/d","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/CoffeeBreak_34.png?v=1763478763","🦄 Dečiji Polaroid Aparat Jednorog – Instant Fotoaparat za Devojčice Upoznajte čarobni dečiji polaroid aparat u obliku jednoroga , savršen poklon za devojčice koje vole fotografiju, kreativnost i magičnu igru. Ovaj instant fotoaparat za decu omogućava brzo štampanje fotografija, idealno za rođendane,","3999.00 RSD"
"8310559080631","Deda Mraz koji se penje - Novogodišnja muzička igračka","https://www.poklonizadecu.com/products/deda-mraz-koji-se-penje-novogodisnja-muzicka-igracka","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/11.webp?v=1765705636","Jedinstven i izdržljiv višekratni ukras za jelku koji će vas uveseljavati godinama.. Obesite ga na božićnu jelku, stepenište, prozor, vrata ili iznad ugašene kaminske ložišta; savršen je poklon za Božić ili Novu godinu i dodaje veselu, prazničnu atmosferu. Jednostavna instalacija: Deda Mraz se lako ","1599.00 RSD"
"8112234856631","Domino vozić + Dron Lopta + Kocke 83 dela","https://www.poklonizadecu.com/products/domino-vozic-dron-lopta-kocke-83-dela","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Helloautumnvibefacebookpost_1080x1080px_1.png?v=1746721044","SAVRŠENA KOMBINACIJA 3 SUPER IGRAČKE DA OBRADUJETE VAŠE MALIŠANE MAGIČNI SET SA 83 DELA Mehanički motor na baterije – pokrenite svoje kreacije! 17 zupčanika različitih veličina – pravi funkcionalne mašine. Dve vrteške – za još dinamičniju igru. 24 kocke raznih boja – oblikujte svet iz mašte. 6 malih","3750.00 RSD"
"7905835155639","Domino vozić - Učenje i igra u jednom!","https://www.poklonizadecu.com/products/domino-vozic-razvija-motoricke-i-drzi-paznju-detetu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/4_93ac7140-9466-4906-aa24-e5e28bf1a012.png?v=1743685194","DOMINO VOZIĆ IGRAČKA ZA DECU Oduševite svoje mališane magijom ! ✓ Kreativnost i zabava u pokretu. ✓ Igračka koja razvija maštu! ✓ MAGIČNI VOZIĆ KOJI PRAVI DOMINO NIZOVE -Vozić koji ostavlja šarene domine - -Razvija logičko razmišljanje - -Uči decu boje i prostorno razmišljanje - -Zabava koja nikada ","1599.00 RSD"
"7892583743671","Dron Silver EaglePro","https://www.poklonizadecu.com/products/dron-silver-eaglepro","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/s-l640_8198f63e-1be0-4ef5-9ecf-9124cee353c9.webp?v=1731281196","Napravite jedistvene i unikatne snimke iz ptičije perspektive. Dron Silver Eagle PRO sa WiFi HD kamerom dolazi u fabričkom pakovanju idealan za poklon i rekreaciju. Lako je sklopiv, tako da ga možete poneti bilo gdje, na putovanja, na odmor ili na izlete i tako ovekovečite svoje avanture vrhunskim H","3490.00 RSD"
"8291217801399","Dvorac sa Zekama za Devojčice","https://www.poklonizadecu.com/products/dvorac-sa-zekama-za-devojcice","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/ChatGPTImage20._2025.13_44_03.png?v=1763643114","🏰🐰 Veliki Set Kućica sa Zečićima i Dodacima | Dvorac za Igru za Devojčice Uđite u čarobni svet mašte uz predivni Bunny Dream Castle , veliki set za igru koji sadrži preslatku kućicu–dvorac, više figurica zečića i mnoštvo dodataka! Ovaj raskošni dvorac sa zečićima idealna je igračka za sve devojčice ","2999.00 RSD"
"8291257450679","Dvorac za Lutke za Devojčice","https://www.poklonizadecu.com/products/dvorac","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_94.png?v=1763646124","🏰🌸 Dvorac za Lutke za Devojčice – Velika Kućica sa Figuricama i Dodacima | Pretend Play Set Uđite u čarobni svet mašte uz predivni Dvorac za Lutke za Devojčice , veliki set za igru koji oduševljava svaku malu princezu! Ova raskošna kućica–dvorac puna je boja, prostorija, spratova i preslatkih figuri","5990.00 RSD"
"7887205531831","Električni pištolj na vodu","https://www.poklonizadecu.com/products/elektricni-vodeni-pistolj","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/download_354d74ed-c94e-4202-96f0-840dffa3194b.png?v=1730289920","Prepustite se letnjim avanturama i osvežite dane na najzabavniji način sa našim Električnim vodenim pištoljem! Začinite letnje igre na otvorenom sa našim električnim vodenim pištoljem! Izrađen od visokokvalitetne plastike, ovaj pištolj predstavlja novu eru vodenih bitaka, pružajući deci nezaboravne ","2199.00 RSD"
"8290614870199","Flašica za Ulepšavanje sa Stikerima","https://www.poklonizadecu.com/products/flasica-za-ulepsavanje","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljenidizajn_51.png?v=1763497097","🦄✨ Flašica za Vodu sa Stikerima – Unicorn Kreativni Set za Devojčice Ulepšajte svakodnevnu hidrataciju devojčicama uz prelepu Flašicu za vodu sa stikerima , savršenu za sve kreativne devojčice koje vole jednoroge, šarenilo i ukrašavanje! Ovaj kreativni set omogućava detetu da samo dizajnira svoju pe","999.00 RSD"
"7734494822583","Fotoaparat za decu","https://www.poklonizadecu.com/products/fotoaparat-za-decu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/foto-aparat-za-decu-2.webp?v=1717319772","Ovo je zapravo prava kamera upakovana u ovako zanimljiv dizajn za mališane. Ima dva moda rada. Može da snima i da slika. Ukoliko uključite mode za slikanje, možete dodati i neke efekte na sliku. Ugrađeno je i par igrica. Podržava memorisku karticu do 32 gb. Kad mališanima slikanje dosadi, fotoaparat","2500.00 RSD"
"7436969771191","Galaktički projektor-razvija maštu","https://www.poklonizadecu.com/products/galakticka-projektor-lampa-8u1","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/3_c7f1676d-127c-47be-b5a9-78c3d4c12d9b.png?v=1730421682","Ponesi svemir u dečiju sobu Zamisli kako tvoje dete zaspi gledajući u magično zvezdano nebo . S našom astronaut lampom, to je moguće svaku noć! Stvori čarobnu atmosferu: ✔️ 8 predivnih projekcija galaksija koje će oduševiti svako dete ✔️ 4 nivoa osvetljenja za prilagođavanje svakom raspoloženju ✔️ 2","1990.00 RSD"
"7864152359095","GLITTER GLAM SET ZA KOSU","https://www.poklonizadecu.com/products/glitter-glam-set-za-kosu","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/rig_jpg.jpg?v=1726813244","POSTANI PRAVA HOLIVUDSKA ZVEZDA SA OVIM SETOM! Hana je sedela pred ogledalom, držeći u rukama novu igračku koja je bila sva svetlucava i u cirkonima. Bio je to Glitter Glam set koji je bio uređaj za ukrašavanje kose i imao 72 raznobojna cirkona, spremnih da je pretvore u pravu glamuroznu zvezdu. Spr","1395.00 RSD"
"7864150917303","HIT ME DUCK - IGRA PRECIZNOSTI","https://www.poklonizadecu.com/products/mis-jerry-igra-preciznosti","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/fffddh.jpg?v=1726813206","PRIUŠTITE DECI NEZABORAVNU ZABAVU SA INTERAKTIVNOM IGRAČKOM ZA GAĐANJE! Ognjen je odmah počeo da se igra. Postavio je patku na pod, uzeo pištolj sa vazdušnom pompom i napunio ga mekanim lopticama. ""Koliko puta ću pogoditi?"" pitao je, dok je ciljao ka otvorenoj patkinoj glavi. S preciznošću, pritisnu","2695.00 RSD"
"7884430770359","Igračka simulacija vožnje","https://www.poklonizadecu.com/products/igracka-simulacija-voznje","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/A4800x800.png?v=1729630683","DEČJA TRKAČKA IGRAČKA SA VOLANOM Odlična elektronska trkačka igračka za malu decu! 👶🏻🚓🤸🏻‍♀🕹 Prednosti korišćenja ovog proizvoda ✅ Razvija motoričke sposobnosti - Ova igračka podstiče razvoj motoričkih veština kod dece. Okretanje točka, pritiskanje dugmadi i upravljanje igračkom pomažu deci da razvi","3990.00 RSD"
"8306030280887","Interaktivna novogodišnja jelka – peva, svetli i pleše","https://www.poklonizadecu.com/products/interaktivna-novogodisnja-jelka-peva-svetli-i-plese","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Poklonnovogodisnjajelkaibozicnajelkakojapevasvetliisvirazimskepesme-NAJBOLJIPOKLONZANOVUGODINU_1.jpg?v=1765094362","🎁 Magija praznika na dohvat ruke ✨ Klasične dekoracije lepo izgledaju, ali ne stvaraju dovoljno živu i toplu atmosferu. Deca se njima brzo zasite, a odrasli žele nešto što pravi pravu prazničnu magiju u prostoru. 🌟 Jelka koja peva, svetli,ponavlja i pleše – praznična čarolija u jednoj igrački! Ova i","1990.00 RSD"
"8290558902455","Jednorog Koferče sa Šminkom za Devojčice","https://www.poklonizadecu.com/products/make-up","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/Nenaslovljeni_dizajn_32.png?v=1763486790","💖🦄 Veliki Kozmetički Kofer sa Šminkom za Decu Predstavljamo vam predivni Make Up Set za devojčice , magični kozmetički kofer u jednorog dizajnu koji sadrži sve što je potrebno za kreativnu i bezbednu igru ulepšavanja! Ovaj komplet šminke za decu idealan je za sve male princeze koje obožavaju jednoro","2999.00 RSD"
"8292062953655","Koala igračka koja diše – plišani prijatelj koji donosi mir i sigurnost ❤️","https://www.poklonizadecu.com/products/koala-igracka-koja-dise-plisani-prijatelj-koji-donosi-mir-i-sigurnost-❤️","https://cdn.shopify.com/s/files/1/0622/6382/0471/files/glavna.webp?v=1763808812","Deca teško zaspe kada im nedostaje osećaj prisnosti i topline. Nemir, strahovi i potreba za sigurnošću često otežavaju uspavljivanje, a roditeljima oduzimaju dragocene večeri. Odraslima, s druge strane, sve češće treba nešto što smiruje nakon stresnog dana i donosi osećaj udobnosti. Koala koja diše ","2499.00 RSD"
